key_resp_17.keys,key_resp_17.rt,key_resp_13.keys,key_resp_13.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,Text,Condition,participant,Gender*,Age*,Estimated hours since last sleep*,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt,key_resp_11.keys,key_resp_11.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,Word,key_resp_3.keys,key_resp_3.rt,key_resp_9.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Stimuli,key_resp_9.rt,keyrespp.keys,keyrespp.rt,key_resp_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Response,Congr,RightAns,key_resp_4.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_10.rt,key_resp_14.keys,key_resp_14.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,key_resp_5.keys,key_resp_5.rt,key_resp_12.keys,key_resp_12.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_6.keys,key_resp_6.rt,key_resp_15.keys,key_resp_15.rt,socialexc.thisRepN,socialexc.thisTrialN,socialexc.thisN,socialexc.thisIndex,socialexc.ran,Question,key_resp_7.keys,key_resp_7.rt,key_resp_16.keys,key_resp_16.rt
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,7 x 11 - 21 = 56?,,,,,0,11,11,9,1,SPEED UP,1,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,2 x 40 + 3 = 84?,,,,right,0,12,12,6,1,RESPONSE RECORDED,0,right,2.6914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,53 + 13 x 7 = -150?,,,,right,0,13,13,12,1,YOU’RE NOT TRYING HARD ENOUGH,0,right,3.4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,55 - 66 + 14 = 3?,,,,,,,,,,RESPONSE RECORDED,1,left,,space,13.1217,,0,0,0,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,7 x 11 - 21 = 56?,,,,,,,,,,GO FASTER,1,left,,,,,0,1,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,7 + 46 + 16 = 67?,,,,,,,,,,RESPONSE RECORDED,0,right,,,,,0,2,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,33 - 15 - 49 = -40?,,,,,,,,,,TRY HARDER,0,right,,,,,0,3,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,10 x 11 + 45 = 155?,,,,,,,,,,RESPONSE RECORDED,1,left,,,,left,0,4,4,10,1,3.6765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,2 x 40 + 10 = 800?,,,,,,,,,,RESPONSE RECORDED,0,right,,,,right,0,5,5,2,1,2.5826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,7 - 8 - 9 = -11?,,,,,,,,,,SPEED UP,0,right,,,,right,0,6,6,7,1,4.5564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,12 + 10 x 4 = 70?,,,,,,,,,,RESPONSE RECORDED,0,right,,,,right,0,7,7,6,1,3.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,20 x 2 - 77 = 24?,,,,,,,,,,YOU NEED TO CONCENTRATE,0,right,,,,right,0,8,8,11,1,2.9279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,17 x 2 - 10 = 24?,,,,,,,,,,RESPONSE RECORDED,1,left,,,,,0,9,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,56 - 6 x 3 = 33?,,,,,,,,,,SPEED UP,0,right,,,,,0,10,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,13 x 3 + 2 = 90?,,,,,,,,,,RESPONSE RECORDED,0,right,,,,right,0,11,11,12,1,4.2258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,6 - 13 + 4 = -3?,,,,,,,,,,CONCENTRATE,1,left,,,,,0,12,12,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,62 - 15 x 3 = 5?,,,,,,,,,,PAY ATTENTION,0,right,,,,,0,13,13,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"You have now completed the mental arithmetic task. You are halfway through the experiment.

Press SPACE to continue",,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.8034,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,stole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.5594,right,9.2336,0,0,0,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,jaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,6.0151,0,1,1,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.3527,0,2,2,10,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,soft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.7594,0,3,3,11,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,ate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,9.2016,0,4,4,4,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.8744,0,5,5,24,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,3.5062,0,6,6,27,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.6214,0,7,7,14,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.1195,0,8,8,22,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.3858,0,9,9,23,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,businessman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.9726,0,10,10,16,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,squeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.0309,0,11,11,9,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.9586,0,12,12,17,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.7322,0,13,13,26,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,delirium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,4.0013,0,14,14,7,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.3012,0,15,15,8,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,6.7845,0,16,16,20,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,handshake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.7288,0,17,17,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,shiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,9.3045,0,18,18,25,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,4.1685,0,19,19,19,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.5851,0,20,20,21,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,sled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,3.3171,0,21,21,5,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.4639,0,22,22,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,embassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,3.1708,0,23,23,6,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.0909,0,24,24,18,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,rocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,5.9325,0,25,25,15,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,clang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,4.6902,0,26,26,13,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.3223,0,27,27,12,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.236,7,11.268,0,0,0,0,1,I felt excluded during the experiment.,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16.9361,0,1,1,2,1,I felt alone during the experiment.,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14.7065,0,2,2,1,1,Negative feedback showed me that I had lower task competencies than the other participants.,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2.3453,0,3,3,3,1,I felt stressed during the experiment.,,,,
,,,,,,,,,,,,woman,24,7-9h,2021-12-01_14h36.54.865,bachelor,2021.2.3,Win32,59.59475566,IwAR3yLSyi89beHyCf_cfZaWvbm-miesleX5fER5oKj6TyDyIddQJS753WqGo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,43.2172,space,13.164
