key_resp_17.keys,key_resp_17.rt,key_resp_13.keys,key_resp_13.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,Text,Condition,participant,Gender*,Age*,Estimated hours since last sleep*,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt,key_resp_11.keys,key_resp_11.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,Word,key_resp_3.keys,key_resp_3.rt,key_resp_9.keys,key_resp_9.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Stimuli,keyrespp.keys,keyrespp.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Response,Congr,RightAns,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_10.rt,key_resp_14.keys,key_resp_14.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,key_resp_5.keys,key_resp_5.rt,key_resp_12.keys,key_resp_12.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_6.keys,key_resp_6.rt,key_resp_15.keys,key_resp_15.rt,socialexc.thisRepN,socialexc.thisTrialN,socialexc.thisN,socialexc.thisIndex,socialexc.ran,Question,key_resp_7.keys,key_resp_7.rt,key_resp_16.keys,key_resp_16.rt
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,left,2.687,0,10,10,2,1,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,left,1.693,0,11,11,19,1,wonder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,left,1.819,0,12,12,4,1,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,left,3.035,0,13,13,3,1,foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,left,1.529,0,14,14,22,1,woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,right,3.254,0,15,15,0,1,drank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,left,3.632,0,16,16,13,1,belch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,left,1.449,0,17,17,27,1,applause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,right,1.781,0,18,18,17,1,scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,right,1.597,0,19,19,8,1,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,left,1.995,0,20,20,1,1,ricochet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,left,2.223,0,21,21,20,1,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,left,1.567,0,22,22,24,1,lip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,right,2.49,0,23,23,10,1,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,right,2.384,0,24,24,23,1,fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,right,2.419,0,25,25,6,1,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,right,1.41,0,26,26,15,1,minister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,right,1.3,0,27,27,14,1,tourist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,space,14.236,right,3.186,0,0,0,0,1,5 x 5 - 10 = 22?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,man,24,7-9h,2021-12-06_20h23.58.551,bachelor,2021.2.3,MacIntel,58.82352941,IwAR08BE4J92EyYVh4OdBtUtbPLHO2nJ7VIy3dZEFJss6joWhAPq22kb2nxKc,,,,,,,,,,,,,,,0,1,1,4,1,11 + 3 - 7 = 8?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
