key_resp_17.keys,key_resp_17.rt,key_resp_13.keys,key_resp_13.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,Text,Condition,participant,Gender*,Age*,Estimated hours since last sleep*,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt,key_resp_11.keys,key_resp_11.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,Word,key_resp_3.keys,key_resp_3.rt,key_resp_9.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Stimuli,key_resp_9.rt,keyrespp.keys,keyrespp.rt,key_resp_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Response,Congr,RightAns,key_resp_4.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_14.keys,key_resp_14.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,key_resp_5.keys,key_resp_5.rt,key_resp_12.keys,key_resp_12.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_6.keys,key_resp_6.rt,key_resp_15.keys,key_resp_15.rt,socialexc.thisRepN,socialexc.thisTrialN,socialexc.thisN,socialexc.thisIndex,socialexc.ran,Question,key_resp_7.keys,key_resp_7.rt,key_resp_16.keys,key_resp_16.rt
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,33 - 15 - 49 = -40?,,,,,,,,,,TRY HARDER,0,right,,space,13.2517,right,4.3136,0,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,13 x 3 + 2 = 90?,,,,,,,,,,RESPONSE RECORDED,0,right,,,,right,2.8347,0,1,1,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,62 - 15 x 3 = 5?,,,,,,,,,,PAY ATTENTION,0,right,,,,right,4.8022,0,2,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,7 x 11 - 21 = 56?,,,,,,,,,,GO FASTER,1,left,,,,left,3.6014,0,3,3,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,12 + 10 x 4 = 70?,,,,,,,,,,RESPONSE RECORDED,0,right,,,,right,3.1343,0,4,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,10 x 11 + 45 = 155?,,,,,,,,,,RESPONSE RECORDED,1,left,,,,right,3.7506,0,5,5,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,20 x 2 - 77 = 24?,,,,,,,,,,YOU NEED TO CONCENTRATE,0,right,,,,right,3.2166,0,6,6,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,56 - 6 x 3 = 33?,,,,,,,,,,SPEED UP,0,right,,,,right,3.6711,0,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,7 + 46 + 16 = 67?,,,,,,,,,,RESPONSE RECORDED,0,right,,,,,,0,8,8,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,2 x 40 + 10 = 800?,,,,,,,,,,RESPONSE RECORDED,0,right,,,,right,4.0515,0,9,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,55 - 66 + 14 = 3?,,,,,,,,,,RESPONSE RECORDED,1,left,,,,left,3.8023,0,10,10,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,6 - 13 + 4 = -3?,,,,,,,,,,CONCENTRATE,1,left,,,,,,0,11,11,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,7 - 8 - 9 = -11?,,,,,,,,,,SPEED UP,0,right,,,,,,0,12,12,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,17 x 2 - 10 = 24?,,,,,,,,,,RESPONSE RECORDED,1,left,,,,left,3.6447,0,13,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"You have now completed the mental arithmetic task. You are halfway through the experiment.

Press SPACE to continue",,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.6998,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,soft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.0157,left,35.7743,0,0,0,11,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,stole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,4.0001,0,1,1,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,businessman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.1941,0,2,2,16,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.9324,0,3,3,12,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,6.0034,0,4,4,27,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,10.7778,0,5,5,24,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,embassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.5534,0,6,6,6,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,ate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,20.3833,0,7,7,4,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,6.0513,0,8,8,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,4.5223,0,9,9,22,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,3.4036,0,10,10,18,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,7.4774,0,11,11,14,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,squeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,4.9009,0,12,12,9,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.4511,0,13,13,17,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.2164,0,14,14,8,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,shiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,6.708,0,15,15,25,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,delirium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.6177,0,16,16,7,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,jaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.2459,0,17,17,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,5.884,0,18,18,10,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,clang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.4105,0,19,19,13,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,rocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.86,0,20,20,15,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.3038,0,21,21,19,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.2951,0,22,22,26,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1096,0,23,23,23,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.45,0,24,24,20,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,handshake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.7667,0,25,25,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.7505,0,26,26,21,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,sled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,7.545,0,27,27,5,1,,,,,,,,,,,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.6495,6,17.2779,0,0,0,2,1,I felt alone during the experiment.,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8.6331,0,1,1,0,1,I felt excluded during the experiment.,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.2266,0,2,2,3,1,I felt stressed during the experiment.,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,20.9943,0,3,3,1,1,Negative feedback showed me that I had lower task competencies than the other participants.,,,,
,,,,,,,,,,,I dont know what to write here.,man,28,4-6h,2021-12-12_22h00.21.957,bachelor,2021.2.3,Win32,62.32859636,IwAR1gvXC1ZrZBSbECAGy5SRDqcszzcH-AaJ9cqEbCeBCZMWrn8WkBKoUzQAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,114.8177,loption,27.1152
