key_resp_17.keys,key_resp_17.rt,key_resp_13.keys,key_resp_13.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,Text,Condition,participant,Gender*,Age*,Estimated hours since last sleep*,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_11.keys,key_resp_11.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,Word,key_resp_3.keys,key_resp_3.rt,key_resp_9.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Stimuli,key_resp_9.rt,keyrespp.keys,keyrespp.rt,key_resp_4.keys,key_resp_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Response,Congr,RightAns,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_14.keys,key_resp_14.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,key_resp_5.keys,key_resp_5.rt,key_resp_12.keys,key_resp_12.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_6.keys,key_resp_6.rt,key_resp_15.keys,key_resp_15.rt,socialexc.thisRepN,socialexc.thisTrialN,socialexc.thisN,socialexc.thisIndex,socialexc.ran,Question,key_resp_7.keys,key_resp_7.rt,key_resp_16.keys,key_resp_16.rt
,,,,,,,,,"You have now completed the mental arithmetic task. You are halfway through the experiment.

Thank you for deciding to finish the tasks, it is much appreciated! Your effort is valued.

Press space to continue",,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.302,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.7736,right,2.5542,0,0,0,17,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,clang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.5931,0,1,1,13,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,shiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.2813,0,2,2,25,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2676,0,3,3,27,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,sled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.1573,0,4,4,5,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,ate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.6129,0,5,5,4,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,4.4989,0,6,6,12,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.8391,0,7,7,22,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,businessman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.2543,0,8,8,16,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.2698,0,9,9,26,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.3196,0,10,10,8,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.2357,0,11,11,10,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1526,0,12,12,24,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,rocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.5036,0,13,13,15,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,squeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.4727,0,14,14,9,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.1384,0,15,15,20,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,delirium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0198,0,16,16,7,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.4199,0,17,17,18,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9529,0,18,18,19,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.2029,0,19,19,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,soft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2528,0,20,20,11,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.5353,0,21,21,23,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0611,0,22,22,21,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,embassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.9919,0,23,23,6,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.3089,0,24,24,14,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,jaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0543,0,25,25,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,stole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0738,0,26,26,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,handshake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.2037,0,27,27,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,11.9123,4,18.311,0,0,0,1,1,Negative feedback showed me that I had lower task competencies than the other participants.,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.7031,0,1,1,0,1,I felt excluded during the experiment.,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3.084,0,2,2,3,1,I felt stressed during the experiment.,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.403,0,3,3,2,1,I felt alone during the experiment.,,,,
,,,,,,,,,,,,woman,33,7-9h,2021-12-20_14h14.37.099,bachelor,2021.2.3,Win32,59.92329818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.9492,return,16.9541
