key_resp_17.keys,key_resp_17.rt,key_resp_13.keys,key_resp_13.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,Text,Condition,participant,Gender*,Age*,Estimated hours since last sleep*,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt,key_resp_11.keys,key_resp_11.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,Word,key_resp_3.keys,key_resp_3.rt,key_resp_9.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Stimuli,key_resp_9.rt,keyrespp.keys,keyrespp.rt,key_resp_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Response,Congr,RightAns,key_resp_4.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_10.rt,key_resp_14.keys,key_resp_14.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,key_resp_5.keys,key_resp_5.rt,key_resp_12.keys,key_resp_12.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_6.keys,key_resp_6.rt,key_resp_15.keys,key_resp_15.rt,socialexc.thisRepN,socialexc.thisTrialN,socialexc.thisN,socialexc.thisIndex,socialexc.ran,Question,key_resp_7.keys,key_resp_7.rt,key_resp_16.keys,key_resp_16.rt
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,left,1.1837,0,9,9,2,1,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,right,1.4154,0,10,10,12,1,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,left,1.982,0,11,11,3,1,foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,right,2.2463,0,12,12,0,1,drank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,left,1.9494,0,13,13,17,1,scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,left,1.2795,0,14,14,10,1,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,left,2.3584,0,15,15,9,1,hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,right,2.1859,0,16,16,7,1,cough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,right,1.216,0,17,17,4,1,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,left,3.3053,0,18,18,6,1,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,left,1.0005,0,19,19,24,1,lip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,right,1.5341,0,20,20,5,1,cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,left,0.9849,0,21,21,26,1,eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,left,0.7794,0,22,22,22,1,woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,left,1.9714,0,23,23,20,1,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,right,0.9492,0,24,24,23,1,fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,right,0.9813,0,25,25,11,1,gasp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,left,1.0142,0,26,26,19,1,wonder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,right,1.0813,0,27,27,14,1,tourist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,space,23.2683,,0,0,0,2,1,10 - 5 - 16 = 21?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,right,0,1,1,1,1,10 - 18 + 1 = -9?,0.2391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,left,0,2,2,3,1,2 + 20 x 4 = 82?,4.2988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,right,0,3,3,4,1,11 + 3 - 7 = 8?,4.2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,left,0,4,4,0,1,5 x 5 - 10 = 22?,2.9252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,72 + 17 x 3 = 121?,,space,8.2584,,0,0,0,2,1,RESPONSE RECORDED,0,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,35 - 65 - 20 = - 55?,,,,right,0,1,1,10,1,RESPONSE RECORDED,0,right,4.6355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,14 x 2 - 3 = 25?,,,,left,0,2,2,13,1,TRY HARDER,1,left,4.0194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,7 x 11 - 21 = 56?,,,,left,0,3,3,9,1,SPEED UP,1,left,3.3155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,53 + 13 x 7 = -150?,,,,right,0,4,4,12,1,YOU’RE NOT TRYING HARD ENOUGH,0,right,3.8748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,47 + 13 - 7 = 53?,,,,,0,5,5,11,1,RESPONSE RECORDED,1,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,14 x 2 + 10 = 38?,,,,left,0,6,6,4,1,CONCENTRATE,1,left,4.5866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,54 + 60 - 1 = 113?,,,,right,0,7,7,5,1,PAY ATTENTION,1,left,2.7534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,50 x 3 + 12 = 147?,,,,left,0,8,8,1,1,SPEED UP,1,left,4.0622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,6 - 58 + 11 = -41?,,,,right,0,9,9,3,1,RESPONSE RECORDED,1,left,3.9024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,2 - 15 + 39 = 27?,,,,,0,10,10,0,1,RESPONSE RECORDED,0,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,54 - 40 x -2 = - 27?,,,,right,0,11,11,8,1,RESPONSE RECORDED,0,right,4.7832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,2 x 40 + 3 = 84?,,,,right,0,12,12,6,1,RESPONSE RECORDED,0,right,4.1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,5 x 5 - 29 = -40?,,,,right,0,13,13,7,1,SPEED UP,0,right,4.1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,17 x 2 - 10 = 24?,,,,,,,,,,RESPONSE RECORDED,1,left,,space,6.3651,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,2 x 40 + 10 = 800?,,,,,,,,,,RESPONSE RECORDED,0,right,,,,right,0,1,1,2,1,3.0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,33 - 15 - 49 = -40?,,,,,,,,,,TRY HARDER,0,right,,,,right,0,2,2,5,1,1.4671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,13 x 3 + 2 = 90?,,,,,,,,,,RESPONSE RECORDED,0,right,,,,left,0,3,3,12,1,2.0444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,55 - 66 + 14 = 3?,,,,,,,,,,RESPONSE RECORDED,1,left,,,,right,0,4,4,13,1,2.5332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,7 x 11 - 21 = 56?,,,,,,,,,,GO FASTER,1,left,,,,right,0,5,5,9,1,3.0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,10 x 11 + 45 = 155?,,,,,,,,,,RESPONSE RECORDED,1,left,,,,left,0,6,6,10,1,1.5615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,7 - 8 - 9 = -11?,,,,,,,,,,SPEED UP,0,right,,,,right,0,7,7,7,1,0.8827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
