key_resp_17.keys,key_resp_17.rt,key_resp_13.keys,key_resp_13.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,Text,Condition,participant,Gender*,Age*,Estimated hours since last sleep*,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt,key_resp_11.keys,key_resp_11.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,Word,key_resp_3.keys,key_resp_3.rt,key_resp_9.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Stimuli,key_resp_9.rt,keyrespp.keys,keyrespp.rt,key_resp_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Response,Congr,RightAns,key_resp_4.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_10.rt,key_resp_14.keys,key_resp_14.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,key_resp_5.keys,key_resp_5.rt,key_resp_12.keys,key_resp_12.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_6.keys,key_resp_6.rt,key_resp_15.keys,key_resp_15.rt,socialexc.thisRepN,socialexc.thisTrialN,socialexc.thisN,socialexc.thisIndex,socialexc.ran,Question,key_resp_7.keys,key_resp_7.rt,key_resp_16.keys,key_resp_16.rt
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,20 x 2 - 77 = 24?,,,,,,,,,,YOU NEED TO CONCENTRATE,0,right,,,,right,0,8,8,11,1,3.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,56 - 6 x 3 = 33?,,,,,,,,,,SPEED UP,0,right,,,,left,0,9,9,1,1,1.1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,12 + 10 x 4 = 70?,,,,,,,,,,RESPONSE RECORDED,0,right,,,,right,0,10,10,6,1,2.7819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,7 + 46 + 16 = 67?,,,,,,,,,,RESPONSE RECORDED,0,right,,,,right,0,11,11,4,1,1.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,62 - 15 x 3 = 5?,,,,,,,,,,PAY ATTENTION,0,right,,,,left,0,12,12,8,1,0.7525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,6 - 13 + 4 = -3?,,,,,,,,,,CONCENTRATE,1,left,,,,right,0,13,13,3,1,1.5647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"You have now completed the mental arithmetic task. You are halfway through the experiment.

Press SPACE to continue",,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.6927,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,soft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.5123,left,1.4181,0,0,0,11,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2679,0,1,1,17,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,businessman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.6322,0,2,2,16,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.036,0,3,3,8,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.9816,0,4,4,10,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,ate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.8143,0,5,5,4,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,stole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0956,0,6,6,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.4746,0,7,7,23,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.2691,0,8,8,12,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,squeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.1574,0,9,9,9,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2056,0,10,10,22,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,rocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1034,0,11,11,15,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,delirium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.5808,0,12,12,7,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,jaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9758,0,13,13,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,clang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.113,0,14,14,13,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.9649,0,15,15,26,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.8179,0,16,16,24,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0652,0,17,17,27,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.681,0,18,18,18,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,handshake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1848,0,19,19,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.6299,0,20,20,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.7695,0,21,21,20,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.7993,0,22,22,21,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,embassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.8642,0,23,23,6,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,sled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.898,0,24,24,5,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,shiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.8477,0,25,25,25,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0684,0,26,26,14,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0016,0,27,27,19,1,,,,,,,,,,,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.6958,1,4.7118,0,0,0,0,1,I felt excluded during the experiment.,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7.2661,0,1,1,1,1,Negative feedback showed me that I had lower task competencies than the other participants.,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2.8972,0,2,2,3,1,I felt stressed during the experiment.,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4.4204,0,3,3,2,1,I felt alone during the experiment.,,,,
,,,,,,,,,,,,woman,28,10-12h,2021-12-12_22h34.04.519,bachelor,2021.2.3,MacIntel,59.99880002,IwAR1GM1Hb5NvVLdUtLLXx6_cp4lZKlg5jemhIrj8nJ5r0UGBGy7rKYQAj_Us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,27.1011,space,8.0704
